comment_text,labels
Cười hở lợi xấu dã man,0
Nhìn bạn đi ăn chắc gãy cả ghế,0
Đầu tóc thì như tổ quạ,0
"Vai u thịt bắp, nhìn không ưa nổi",0
Mắt lác mà cũng thích quay video,0
"Gương mặt vô hồn, như người mất ngủ",0
Đùi to như cột đình vậy còn thích khoe,0
Da sạm như thế còn dám livestream,0
Răng vàng khè mà dám quay cận mặt,0
Người đâu vừa lùn vừa béo,0
"Cười hở hết cả lợi, nhìn phát ngán",0
sao may dam khoe cai body beo nhu heo do tren fb?,0
cai mat may map vay ma cung tu tin post anh a?,0
may co biet cai chan ngan tui do nhin te the nao?,0
may nghi body lo xuong do la dep lam a?,0
sao may cu post anh voi cai bung phinh do vay?,0
cai body do ma may cung dam mac do bo len fb?,0
may co biet cai mat mun do nhin ghe the nao khong?,0
may nghi cai voc dang xap xe do la hot trend a?,0
sao may khong biet xau ho voi cai body do tren fb?,0
cai anh do nhin cai body may ma muon block ngay!,0
may co nghi cai eo to nhu cai thung do dep khong?,0
sao may dam khoe cai mat day mun do tren fb?,0
cai body do ma may cung tu tin livestream a?,0
may nghi cai chan cong queo do la quyen ru a?,0
sao may cu khoe cai body te hai do tren fb vay?,0
cai mat may nhin map the ma cung dam post story?,0
may co biet cai bung mo do nhin xau xi ra sao?,0
may nghi body beo nhu banh bao do la dep a?,0
sao may dam mac quan bo voi cai chan ngan do?,0
cai body do nhin ma chi muon unfollow ngay!,0
may co biet cai mat do nhin te the nao tren fb?,0
may nghi cai voc dang lo xuong do la chat lam a?,0
sao may cu khoe cai body xau xi do tren fb?,0
cai anh do nhin cai bung may ma muon tat ngay!,0
may co biet cai chan map do nhin ghe ra sao?,0
may nghi body te nhu vay ma ai thich nhin a?,0
sao may dam post anh voi cai mat beo nhu banh a?,0
cai body do ma may cung dam khoe tren fb story?,0
may co biet cai eo to nhu cai lu do xau the nao?,0
may nghi cai chan ngan tui do la hot tren fb a?,0
sao may cu mac do bo voi cai body te hai do?,0
cai mat may map vay ma cung dam livestream a?,0
may co biet cai body do nhin re tien the nao?,0
may nghi khoe cai bung mo do la ngau lam a?,0
sao may dam post cai anh body xap xe do len fb?,0
cai chan may cong the ma cung tu tin khoe a?,0
may co biet cai mat mun do nhin muoi mat khong?,0
may nghi cai body beo nhu heo do la dep a?,0
sao may cu khoe cai voc dang lo xuong do tren fb?,0
cai body do nhin ma chi muon report ngay luon!,0
may co biet cai bung to nhu cai thung do te sao?,0
may nghi cai mat beo do la de thuong tren fb a?,0
sao may dam mac bikini voi cai body te the do?,0
cai chan ngan tui do ma may cung dam khoe a?,0
may co biet cai body do nhin xau xi ra sao?,0
may nghi khoe cai mat day mun do la hot a?,0
sao may cu post anh voi cai voc dang te hai do?,0
cai body do ma may cung dam lam anh dai dien a?,0
may co biet cai eo map do nhin ghe the nao?,0
may nghi cai body lo xuong do la quyen ru a?,0
sao may dam khoe cai chan cong queo do tren fb?,0
cai mat may beo the ma cung tu tin post anh a?,0
may co biet cai body do nhin te ra sao tren fb?,0
may nghi khoe cai bung mo do la dep lam a?,0
sao may cu mac do bo voi cai voc dang xau do?,0
cai chan may ngan the ma cung dam livestream a?,0
may co biet cai mat do nhin re tien the nao?,0
may nghi cai body beo nhu heo do la hot trend a?,0
sao may dam post cai anh body te hai do len fb?,0
cai bung may to the ma cung tu tin khoe a?,0
may co biet cai chan cong do nhin muoi mat khong?,0
may nghi cai mat map do la de thuong tren fb a?,0
sao may cu khoe cai body xap xe do tren fb?,0
cai body do nhin ma chi muon block ngay luon!,0
may co biet cai eo to nhu cai lu do te sao?,0
may nghi khoe cai chan ngan do la ngau lam a?,0
sao may dam mac quan bo voi cai body te the do?,0
cai mat may mun the ma cung dam post story a?,0
may co biet cai body do nhin xau xi the nao?,0
may nghi cai voc dang lo xuong do la dep a?,0
sao may cu khoe cai bung mo do tren fb vay?,0
cai chan may cong queo ma cung dam khoe a?,0
may co biet cai mat beo do nhin te ra sao?,0
may nghi khoe cai body te hai do la hot a?,0
sao may dam post anh voi cai eo map do len fb?,0
cai body do ma may cung dam livestream tren fb?,0
may co biet cai chan ngan tui do nhin ghe sao?,0
may nghi cai mat day mun do la quyen ru a?,0
sao may cu khoe cai voc dang xau xi do tren fb?,0
cai bung may to the ma cung tu tin post anh a?,0
may co biet cai body do nhin re tien ra sao?,0
may nghi khoe cai chan cong do la dep lam a?,0
sao may dam mac bikini voi cai body te hai do?,0
cai mat may map the ma cung dam khoe story a?,0
may co biet cai voc dang do nhin te the nao?,0
may nghi cai bung mo do la hot trend tren fb a?,0
sao may cu post anh voi cai chan ngan do vay?,0
cai body do ma may cung dam lam anh dai dien?,0
may co biet cai mat mun do nhin muoi mat sao?,0
may nghi khoe cai eo to nhu thung do la dep a?,0
sao may dam khoe cai body lo xuong do tren fb?,0
cai chan may cong the ma cung tu tin livestream?,0
may nghi cai mat beo do la de thuong tren fb ha?,0
sao may cu khoe cai voc dang te hai do tren fb?,0
cai bung may mo the ma cung dam post anh a?,0
may co biet cai chan ngan do nhin te the nao?,0
may nghi khoe cai body xap xe do la ngau a?,0
sao may dam mac do bo voi cai mat map do len fb?,0
Thân hình như cây cột mỡ luôn ấy,0
Da mặt mụn mà cũng dám quay close up,0
Mặt như cái mâm mà cũng làm beauty blogger,0
Nhìn cứ như chưa bao giờ biết đến kem chống nắng,0
Chân voi mà cứ thích khoe chân dài,0
Nhìn đi đứng nặng nề thấy thương,0
"Người đâu vừa mập vừa lùn, khó coi quá",0
Tóc thưa thế mà cứ hay xõa,0
Người gì vai to như lực sĩ,0
"Da xỉn màu, nhìn thiếu sức sống ghê",0
Răng khểnh lộn xộn nhìn kém duyên,0
Mặt lúc nào cũng bóng nhẫy như chảo dầu,0
Bụng phệ mà cứ thích diện đồ bó sát,0
Tai vểnh như tai chuột vậy mà cũng thích đeo khuyên,0
Gương mặt lệch mà cứ thích chụp selfie,0
"Đùi to như cái cột nhà, ngại chưa",0
Cằm đôi mà vẫn tự tin khoe góc nghiêng,0
Lưng gù mà cứ làm dáng thướt tha,0
Đi đứng như vịt bầu,0
Nhìn bạn có khi tưởng đang cosplay gấu bông,0
Mắt bé tí hin mà cũng gắn lens,0
Người gì vừa đen vừa xấu lại còn khoe da,0
Thấy cái bụng là muốn né xa 10 mét,0
Người đâu gò má cao sát chân mày,0
Nhìn bàn tay thô như đàn ông,0
Người gì vừa nhiều mỡ vừa lười tập thể dục,0
Nhìn chân tay lủng lẳng yếu xìu,0
Mặt dài như mặt ngựa vậy mà tự tin ghê,0
Mắt híp không thấy đường mà cứ trang điểm đậm,0
Nhìn bạn ăn chắc là không biết no,0
Cười mà thấy răng như hàng rào,0
Giọng đã chua lại còn mặt xấu,0
Nhìn bạn mà muốn giảm cân luôn đó,0
Da sần sùi như vỏ cam,0
Chưa thấy ai tự tin với ngoại hình như bạn,0
Mặt mốc mà cứ thích đánh nền dày,0
Đi đâu cũng thấy bạn xấu nổi bật,0
Body như cây kem bị chảy nắng,0
Người gầy như sắp biến mất đến nơi,0
Đầu to hơn cả người,0
Clip dài bao nhiêu phút vậy?,1
Đây là sản phẩm mới ra mắt đúng không?,1
Video quay ở đâu vậy bạn?,1
Hôm nay trời đẹp ghê,1
"Tôi vừa xem xong, cảm ơn thông tin",1
Sản phẩm này còn hàng không?,1
"Đã nhận được hàng, cảm ơn shop",1
Bạn có thể giải thích thêm không?,1
Hẹn gặp lại vào video sau,1
Bài này có nhạc nền gì vậy mọi người?,1
Tôi không ý kiến gì về việc này,1
Chỉ là quan điểm cá nhân thôi nhé,1
Bạn có thể gửi link sản phẩm không?,1
"Đoạn này hơi nhanh, tôi xem chưa kịp",1
Sắp tới có sự kiện gì không mọi người?,1
Bạn đang dùng điện thoại gì quay vậy?,1
Sản phẩm nhìn cũng ổn đó,1
Video này không có gì đặc biệt,1
Nhạc nền là bài gì thế?,1
Bạn mua ở đâu vậy?,1
Tôi vừa xem xong,1
Chờ video mới,1
Bạn nói đúng,1
Chỉ là góp ý thôi,1
Đang tìm hiểu thêm về sản phẩm này,1
Tôi chưa rõ lắm,1
Chưa dùng nên không biết,1
Bài này cũng bình thường thôi,1
Đã xem,1
Tôi thấy ổn,1
Nhận hàng đúng thời gian,1
Vẫn đang theo dõi,2
Chờ thông tin tiếp theo,1
Không liên quan lắm,1
Để xem sao,1
Chỉ là chia sẻ thôi,1
Đang chờ hồi đáp,1
Bạn giải thích rõ hơn được không?,1
Bạn quay video này bằng điện thoại gì vậy?,1
Đây là phiên bản mới nhất à?,1
Đã ai thử chưa nhỉ?,1
Sản phẩm này dùng ổn không mọi người?,1
Chương trình gì mà dở tệ,1
Không đáng xem,0
Shop có hỗ trợ bảo hành không?,0
Bao lâu thì nhận được hàng nhỉ?,1
Bạn có thể review kỹ hơn không?,1
Tôi chưa rõ lắm về tính năng này,1
Sản phẩm này phù hợp với ai?,1
Tôi vừa nhận được hàng,1
Phí thời gian xem quá,1
Giá hiện tại là bao nhiêu vậy bạn?,0
Có thể đổi trả không shop?,1
Cách sử dụng như thế nào vậy?,1
Bạn quay ở đâu vậy?,1
Video này có phụ đề không nhỉ?,1
Nhạc nền là bài gì vậy?,1
Sản phẩm còn màu nào khác không?,1
Tôi sẽ xem thêm thông tin,1
Clip này đăng lúc nào vậy?,1
Bạn up video mới chưa?,1
Sản phẩm này có khuyến mãi gì không?,1
Có ai gặp tình trạng giống tôi không?,1
Chế độ bảo hành bao lâu vậy shop?,1
Bạn chia sẻ link sản phẩm giúp mình nhé,1
Giờ vẫn còn hàng không bạn?,1
Video này dài bao nhiêu phút vậy?,1
Bạn cài đặt thế nào vậy?,1
Review chi tiết hơn đi bạn,1
Có thể cho mình xin thông tin không?,1
Sản phẩm này làm gì được vậy?,1
"Đã nhận hàng, cảm ơn shop",1
Tôi sẽ thử xem sao,1
Bạn đang dùng dòng điện thoại gì?,1
Video này có chỉnh sửa không?,1
Bạn đăng video vào thứ mấy vậy?,1
Cần thêm hướng dẫn sử dụng,1
Bạn có thể nói rõ hơn không?,1
Clip này có tiếng không bạn?,1
Bài nhạc này tên gì vậy?,1
Thời gian ship khoảng bao lâu?,1
Bạn đang ở đâu vậy?,1
Có hướng dẫn chi tiết không bạn?,1
Bạn đã thử chưa?,1
Có ai biết giá không?,1
Bạn có thể giải thích giúp mình không?,1
Chế độ đổi trả thế nào vậy?,1
Có thể order không bạn?,1
Bạn quay bằng máy gì vậy?,1
Bao lâu thì hết pin vậy bạn?,1
Bạn chia sẻ kinh nghiệm đi,1
Shopee hàng đẹp,0
Sản phẩm này dùng cho ai?,1
Đây là bản gốc hay sao?,1
Bạn có video hướng dẫn không?,1
Bạn có định làm thêm video không?,1
Có nhận ship tỉnh không shop?,1
Clip này tự quay hay lấy nguồn?,1
Bạn có thể cập nhật thêm không?,1
Bạn up video vào thứ mấy vậy?,1
Cần thêm thông tin sản phẩm,1
Bạn đã nhận hàng chưa?,1
Sản phẩm còn bảo hành không bạn?,1
Bạn có livestream không vậy?,1
Bạn chia sẻ thêm hình ảnh được không?,1
Bạn review dòng nào vậy?,1
https://shopee.vn/,0
Cần thông tin khuyến mãi,1
Bạn quay vào thời gian nào vậy?,1
Sản phẩm này làm được gì nữa không?,1
Bạn dùng thử chưa?,1
Có thể đổi màu không bạn?,1
Bạn đang dùng bản cập nhật nào?,1
Có thể hỗ trợ mình không?,1
Sản phẩm này mới ra à?,1
Bạn thấy ổn không?,1
Thời gian giao hàng khoảng bao lâu?,1
Bạn có thể gửi link giúp mình không?,1
Sản phẩm này có phù hợp với người lớn tuổi không?,1
Bạn đánh giá thế nào về độ bền?,1
Cần thêm thông tin kỹ thuật,1
Bạn biết shop nào uy tín không?,1
Bạn đã từng mua ở đây chưa?,1
Clip này quay bằng app gì vậy?,1
Bạn thấy chất lượng ổn không?,1
Bạn chia sẻ thông tin bảo hành đi,1
Sản phẩm này có nhiều màu không bạn?,1
Bạn đăng video vào lúc mấy giờ?,1
Bạn có thể ghi chú thêm cho mình không?,1
Cần thêm phản hồi từ người dùng,1
Bạn giới thiệu dòng sản phẩm này đi,1
Bạn có bản dùng thử không?,1
Clip này mất bao lâu để quay vậy?,1
Bạn từng gặp lỗi này chưa?,1
Có cách khắc phục không bạn?,1
Bạn cập nhật tính năng mới chưa?,1
Sản phẩm này dễ sử dụng không bạn?,1
Bạn đã dùng lâu chưa?,1
Bạn thấy dịch vụ sao?,1
Bạn quay clip này mất bao lâu?,1
Sản phẩm này cần lưu ý gì khi sử dụng?,1
Bạn gửi file hướng dẫn giúp mình nhé,1
Bạn thấy hiệu quả không?,1
Sản phẩm có dễ vệ sinh không bạn?,1
Bạn có file đính kèm không?,1
Có ai dùng rồi review giúp với?,1
Bạn có lịch đăng video không?,1
Bạn thử sản phẩm nào nữa chưa?,1
Có thể mở hộp sản phẩm không bạn?,1
Bạn có thể chỉ rõ nguồn gốc không?,1
Bạn đánh giá chất lượng thế nào?,1
Cần tham khảo thêm ý kiến người khác,1
Bạn có ảnh chụp thực tế không?,1
Bạn chia sẻ cảm nhận thêm đi,1
Bạn nhận xét gì về pin?,1
Bạn thấy phần mềm ổn không?,1
Có ai đã từng dùng qua sản phẩm này không?,1
Bạn gửi thêm thông tin tham khảo giúp mình,1
Bạn thấy giao diện thế nào?,1
Sản phẩm này giá thế nào bạn?,1
Bạn có thể giải đáp thắc mắc giúp mình không?,1
Cần thêm đánh giá từ người mua trước,1
Bạn update phiên bản mới chưa?,1
Có ai biết chính xác thông tin này không?,1
Bạn đánh giá thế nào về độ bền sản phẩm?,1
Sản phẩm này bảo trì dễ không bạn?,1
Bạn có mã giảm giá không?,1
Bạn đã từng sử dụng sản phẩm cùng loại chưa?,1
Có hướng dẫn lắp đặt không bạn?,1
Bạn mua ở đâu giá rẻ vậy?,1
Bạn thử nhiều loại chưa?,1
Có thể đóng gói kỹ không bạn?,1
Bạn chia sẻ mẹo dùng sản phẩm đi,1
Bạn có clip review chi tiết không?,1
Sản phẩm này có bảo hành chính hãng không?,1
Bạn có thể gửi thông số kỹ thuật không?,1
Có ai gặp trường hợp như mình không?,1
Bạn có thể hỗ trợ khách hàng không?,1
Cần video hướng dẫn lắp đặt,1
Bạn thấy phần mềm có ổn không?,1
Bạn đã mua sản phẩm này mấy lần rồi?,1
Bạn thấy màu nào đẹp nhất?,1
Bạn đánh giá tổng quan giúp mình với,1
Sản phẩm này dễ tìm mua không bạn?,1
Bạn review hộp sản phẩm đi,1
Bạn thấy video này có hữu ích không?,1
Bạn chia sẻ thêm về cách bảo quản nhé,1
Sản phẩm có hỗ trợ trả góp không bạn?,1
Bạn từng dùng dịch vụ bảo hành chưa?,1
Bạn chia sẻ tips sử dụng sản phẩm đi,1
Bạn đã dùng sản phẩm lâu chưa?,1
Bạn thấy cách đóng gói thế nào?,1
Bạn gửi kèm hướng dẫn sử dụng nhé,1
Bạn đã từng bị lỗi này chưa?,1
Sản phẩm này cần chú ý điều gì không bạn?,1
Bạn có thể gửi hóa đơn không?,1
Cần xác nhận lại thông tin giao hàng,1
Bạn nhận xét gì về thiết kế sản phẩm?,1
Sản phẩm này dễ lắp ráp không bạn?,1
Bạn gửi feedback của bạn đi,1
Bạn thấy hình ảnh sản phẩm sát thực tế không?,1
Bạn update firmware chưa?,1
Bạn đánh giá độ bền sản phẩm như thế nào?,1
Cần thêm trải nghiệm thực tế từ người dùng,1
Bạn gửi link group hỗ trợ đi,1
Sản phẩm này có phụ kiện gì đi kèm?,1
Bạn đã thử test pin chưa?,1
Bạn nhận xét về camera đi,1
Bạn từng dùng sản phẩm nào cùng loại chưa?,1
Bạn thấy dịch vụ hậu mãi thế nào?,1
Bạn update phần mềm mới chưa?,1
Sản phẩm này có nhiều tuỳ chọn không bạn?,1
Bạn chia sẻ thêm cảm nhận cá nhân nhé,1
Bạn có thể review thêm các tính năng phụ không?,1
Bạn đã xem hết video chưa?,1
Bạn nhận xét về âm thanh đi,1
Cần thêm góc quay thực tế,1
Bạn đã update phiên bản mới nhất chưa?,1
Bạn từng bảo hành sản phẩm chưa?,1
Sản phẩm có tương thích với hệ điều hành nào?,1
Bạn có thể hướng dẫn cài đặt không?,1
Bạn có review so sánh với sản phẩm khác không?,1
Bạn thử kiểm tra lại giúp mình nhé,1
Bạn thấy giá như vậy ổn không?,1
Bạn thấy chất lượng hoàn thiện thế nào?,1
Bạn gửi thêm hình ảnh thực tế nhé,1
Sản phẩm này phù hợp cho học sinh không bạn?,1
Bạn có thể tư vấn thêm cho mình không?,1
Bạn có thể gửi bảng màu không?,1
Bạn có thể làm video hướng dẫn chi tiết không?,1
Tôi đang quan tâm đến sản phẩm này,1
Bạn có thể tư vấn kỹ hơn không?,1
Chưa rõ nguồn gốc sản phẩm,1
Bạn có thể gửi lại link giúp mình?,1
Tôi đang so sánh với một vài mẫu khác,1
Bạn review rõ hơn về chất liệu đi,1
Nhờ bạn giới thiệu thêm lựa chọn,1
Tôi cũng từng mua hàng tại đây,1
Bạn thấy dịch vụ giao hàng thế nào?,1
Cần thêm hình ảnh thực tế,1
Bạn sử dụng được bao lâu rồi?,1
Thích cách bạn trình bày thông tin,1
Tôi đã xem hết video,1
Bạn mua sản phẩm này ở đâu?,1
Bạn update link mua hàng mới giúp mình,1
Tôi chưa biết cách bảo quản sản phẩm,1
Bạn thử các màu khác chưa?,1
Bạn quay video ở đâu vậy?,1
Bạn cảm nhận chất lượng pin ra sao?,1
Bạn có hướng dẫn tháo lắp không?,1
Bạn review thêm về chức năng nữa đi,1
Tôi chưa từng dùng dòng sản phẩm này,1
Bạn thấy phần mềm chạy ổn không?,1
Bạn có thể review hộp sản phẩm không?,1
Tôi sẽ thử xem chất lượng ra sao,1
Có cần cập nhật phần mềm thường xuyên không?,1
Bạn gửi giúp bảng giá nhé,1
Bạn từng bảo hành chưa?,1
Bạn thấy thiết kế mới có đẹp hơn không?,1
Bạn có file pdf hướng dẫn không?,1
Tôi nhận hàng đúng lịch,1
Bạn có thể chia sẻ link nhóm hỗ trợ không?,1
Bạn đã thử so sánh với hàng chính hãng chưa?,1
Bạn nhận xét gì về tốc độ xử lý?,1
Bạn thấy mức giá hợp lý không?,1
Bạn có thể gợi ý địa chỉ uy tín không?,1
Cần đánh giá thêm về độ bền sản phẩm,1
Bạn có video unbox sản phẩm không?,1
Bạn thấy trải nghiệm người dùng thế nào?,1
Cần thêm nhận xét từ khách đã dùng,1
Bạn update ứng dụng thường xuyên chứ?,1
Bạn có thể hướng dẫn đăng ký bảo hành không?,1
Tôi cũng mới mua gần đây,1
Bạn thấy chính sách đổi trả có dễ không?,1
Bạn chia sẻ kinh nghiệm lắp đặt đi,1
Bạn thấy chế độ bảo hành tốt không?,1
Cần so sánh các phiên bản cũ và mới,1
Bạn gửi link tham khảo thêm giúp mình,1
Tôi sẽ đợi thêm phản hồi trước khi mua,1
Bạn thấy hiệu suất sản phẩm ra sao?,1
Bạn có gặp lỗi khi sử dụng không?,1
Bạn thấy pin dùng được lâu không?,1
Cần thêm video test thực tế,1
Bạn đã mua nhiều lần ở shop này chưa?,1
Bạn có thể demo sản phẩm không?,1
Bạn thấy âm thanh có rõ không?,1
Tôi cũng thích sản phẩm này,1
Bạn có mã giảm giá không vậy?,1
Bạn thấy cách đóng gói hàng có tốt không?,1
Tôi sẽ chờ đánh giá chi tiết từ bạn,1
Bạn chia sẻ kinh nghiệm sử dụng lâu dài đi,1
Bạn đã từng đổi trả sản phẩm chưa?,1
Bạn cảm nhận về mẫu mới thế nào?,1
Cần thông tin thêm về phụ kiện đi kèm,1
Bạn có thể trả lời inbox giúp mình không?,1
Bạn thấy màu nào hợp nhất?,1
Tôi sẽ cân nhắc sau khi xem clip,1
Bạn chia sẻ thêm về thời gian giao hàng,1
Bạn đã đặt mua lại lần nào chưa?,1
Bạn nhận xét gì về chất lượng đóng gói?,1
Cần thêm ý kiến khách hàng thực tế,1
Bạn thấy thao tác sử dụng có đơn giản không?,1
Tôi cũng đang phân vân chọn mua,1
Bạn gửi video so sánh sản phẩm giúp mình,1
Bạn có link group chia sẻ kinh nghiệm không?,1
Bạn thấy sản phẩm dễ bảo trì không?,1
Bạn nhận xét gì về kiểu dáng sản phẩm?,1
Cần thêm feedback từ người dùng khác,1
Bạn thử test nhiều chức năng chưa?,1
Bạn đánh giá sao về tổng thể sản phẩm?,1
Tôi đã xem qua các bình luận khác,1
Bạn thấy độ bền sản phẩm này thế nào?,1
Bạn chia sẻ chi tiết về chế độ bảo hành,1
Bạn có thể upload thêm hình ảnh không?,1
Tôi cũng định mua dòng này,1
Bạn thấy giá sản phẩm phù hợp chưa?,1
Bạn gửi file đính kèm giúp mình nhé,1
Bạn thấy giao diện sử dụng dễ không?,1
Bạn đã gặp lỗi trong quá trình dùng chưa?,1
Tôi vừa mới đăng ký bảo hành,1
Bạn chia sẻ kinh nghiệm test sản phẩm đi,1
Bạn thấy dịch vụ hỗ trợ tốt không?,1
Bạn có thể gửi file báo giá không?,1
Bạn đã từng tư vấn khách về sản phẩm này chưa?,1
Bạn thấy giao hàng có đúng hẹn không?,1
Bạn update sản phẩm thường xuyên không?,1
Bạn cảm nhận gì về pin dự phòng?,1
Bạn có thể hướng dẫn cài app không?,1
Bạn chia sẻ video hướng dẫn đi,1
Tôi vẫn đang chờ phản hồi từ shop,1
Xem mà thất vọng thật sự,1
Tôi không hài lòng với sản phẩm này,0
"Dịch vụ chậm quá, đợi mãi không thấy",0
"Giao hàng sai, phải đợi đổi lại rất lâu",0
Chất lượng không như mong đợi,0
Đọc bình luận thấy lo quá,0
Nhạc nền nghe không phù hợp lắm,0
Phản hồi tin nhắn quá chậm,0
Hình ảnh khác xa thực tế,0
Tôi tưởng tốt hơn cơ,0
Video cắt ghép hơi nhiều,0
"Sản phẩm dễ hỏng, dùng được vài ngày",0
Đóng gói không cẩn thận,0
Tôi không thích giao diện mới,0
Chất lượng hình ảnh mờ quá,0
"Clip dài quá, xem hơi chán",0
Đặt mua mà bị giao thiếu phụ kiện,0
Sản phẩm bị lỗi nhỏ,0
Cảm thấy không đáng tiền,0
"Khó sử dụng, không thân thiện",0
"Video nói nhanh quá, không theo kịp",0
Bạn giải thích hơi khó hiểu,0
Tôi chưa hài lòng với thái độ phục vụ,0
Sản phẩm màu bị lệch so với ảnh,0
Không thấy như quảng cáo,0
"Đóng gói sơ sài, hàng bị móp",0
Không rõ nguồn gốc sản phẩm,0
Thời gian giao hàng quá lâu,0
Giá hơi cao so với chất lượng,0
Khó liên hệ hỗ trợ khách hàng,0
Thông tin chưa rõ ràng,0
"Sản phẩm dễ bám bụi, khó vệ sinh",0
https://,0
Đã thử nhưng không hiệu quả,0
Không phù hợp với nhu cầu của tôi,0
"Âm thanh bị rè, không như mong đợi",0
Đặt hàng mà không có xác nhận,0
Clip này nhiều quảng cáo quá,0
Phản hồi không chuyên nghiệp,0
"Sản phẩm cũ, không phải mới 100%",0
Chưa nhận được hàng dù đã đặt lâu,0
"Giao diện khó nhìn, màu không đẹp",0
Không khuyến khích mua sản phẩm này,0
"Sản phẩm hết hàng, không báo trước",0
Đã gặp lỗi ngay lần đầu sử dụng,0
Tôi không thấy điểm nổi bật gì,0
Chế độ bảo hành chưa rõ ràng,0
Không có hướng dẫn sử dụng chi tiết,0
Giá tăng mà chất lượng không đổi,0
Phản hồi thiếu nhiệt tình,0
"Không như kỳ vọng, hơi thất vọng",0
Sản phẩm dùng nhanh hỏng,0
Không đáng tiền,0
Chất lượng không tốt như quảng cáo,0
Đặt hàng mà không nhận được quà tặng,0
Giao hàng về bị thiếu phụ kiện,0
Thái độ nhân viên chưa tốt,0
Sản phẩm dễ trầy xước,0
Giao diện app khó sử dụng quá,0
Khó liên hệ tổng đài chăm sóc,0
Nhận hàng bị móp méo,0
Video xem hơi chán,0
Không nhận được hướng dẫn sử dụng,0
Đặt size S mà giao size M,0
Không còn hàng đúng mẫu tôi cần,0
Sản phẩm nhìn ngoài không đẹp như trên hình,0
Khuyến mãi nhưng giá vẫn cao,0
Hàng về chậm hơn dự kiến,0
"Âm thanh rè, nghe không rõ",0
Video dài dòng quá,0
Không phù hợp với nhu cầu,0
Sản phẩm không giống mô tả,0
Không hài lòng với kết quả nhận được,0
Thái độ trả lời tin nhắn lạnh nhạt,0
Đặt hàng mà phải hủy vì hết hàng,0
"Bảo hành lâu quá, chưa nhận được phản hồi",0
Sản phẩm kém bền,0
Không có sự khác biệt so với bản cũ,0
"Video mờ, chất lượng thấp",0
Mua rồi mới biết không đổi trả được,0
Không hỗ trợ kỹ thuật như cam kết,0
Giao hàng sai địa chỉ,0
Cảm giác sử dụng không thoải mái,0
Sản phẩm bị lỗi từ khi nhận,0
Không hỗ trợ thanh toán khi nhận hàng,0
Chưa hài lòng về thiết kế,0
Không rõ thông tin sản phẩm,0
Sản phẩm có nhiều vết xước nhỏ,0
Tư vấn không đúng nhu cầu,0
Không khuyến khích mọi người mua,0
Không hài lòng với tốc độ ship,0
Chưa thấy có gì đặc biệt,0
Đóng gói sơ sài,0
Sản phẩm hết hàng liên tục,0
Hỗ trợ khách hàng chưa tốt,0
Mua về mà không dùng được,0
Video âm thanh nhỏ quá,0
Không thấy hiệu quả như quảng cáo,0
Khó khăn trong đổi trả,0
Bị lỗi phần mềm khi cài đặt,0
"Phần mềm chạy chậm, hay treo máy",0
Sản phẩm không tương thích với thiết bị,0
Hỗ trợ bảo hành lâu quá,0
Chất lượng dịch vụ chưa ổn định,0
Sản phẩm không có tem bảo hành,0
Không có phản hồi sau khi báo lỗi,0
Nhận được hàng lỗi phải gửi lại,0
Sản phẩm có mùi khó chịu,0
Không có phiếu bảo hành đi kèm,0
Sản phẩm dùng nhanh hết pin,0
Chưa có bản cập nhật mới,0
Chức năng chưa đủ như mong muốn,0
Không có hướng dẫn bằng tiếng Việt,0
Sản phẩm nhận được không phải hàng mới,0
"Khó lắp đặt, không dễ dùng",0
Không liên hệ được tổng đài,0
Không nhận được mã giảm giá như quảng cáo,0
Hình ảnh sản phẩm không sát thực tế,0
Sản phẩm hoạt động không ổn định,0
Chưa nhận được hóa đơn mua hàng,0
Sản phẩm giao thiếu phụ kiện,0
Nhân viên giao hàng không liên hệ trước,0
Không thấy nút tắt/bật sản phẩm,0
Sản phẩm đóng gói không chắc chắn,0
Không nhận được hàng đúng hẹn,0
Sản phẩm không bền,0
Không có giấy hướng dẫn lắp ráp,0
Video chất lượng kém,0
Không hài lòng với lần mua này,0
"Sản phẩm hay bị treo, đơ máy",0
Giao hàng muộn hơn dự kiến,0
Sản phẩm bị thiếu phụ kiện đi kèm,0
Không tương thích với hệ điều hành,0
Đã báo lỗi nhưng chưa được hỗ trợ,0
Không có thông báo khi có bản cập nhật,0
Video cắt ghép không chuyên nghiệp,0
Không hài lòng về cách tư vấn,0
Sản phẩm không ổn định khi sử dụng lâu,0
Không còn niềm tin với shop,0
Chưa cảm nhận được ưu điểm nổi bật,0
Không hài lòng về chính sách bảo hành,0
Sản phẩm không đúng màu đặt,0
Sản phẩm không hỗ trợ tiếng Việt,0
Khó đăng ký bảo hành,0
Không thấy phụ kiện kèm theo,0
Video review không khách quan,0
Chưa thấy điểm khác biệt với sản phẩm cũ,0
Sản phẩm dễ trầy xước khi sử dụng,0
Không hài lòng về quy trình đổi trả,0
Không nhận được phản hồi sau khi góp ý,0
Chưa có trải nghiệm tốt với dịch vụ,0
Sản phẩm nhận được thiếu tem mác,0
"Trend này cũ quá rồi, không còn gì mới",0
Video này giống hệt clip hôm qua,0
"Nội dung nhạt, xem không thấy gì đặc biệt",0
"Clip lặp lại ý tưởng mãi, chán quá",0
Xem 10 lần cũng chỉ có thế này thôi à,0
Không hiểu sao lên được FYP luôn,0
"Video cắt ghép chưa mượt, hơi khó xem",0
Chả thấy hài gì cả,0
